index,project_name,address,floor_area_sqm,type_of_land,contract_date,property_type,tenure,completion_date,type_of_sale,postal_district,postal_sector,postal_code,region,area,month,latitude,longitude,floor_num,unit_num,price
6583,HERITAGE VIEW,6 Dover Rise  #18-07 ,108,Strata,09-NOV-2017,Condominium,99 Yrs From 12/08/1996,2000,Resale,5,13,138678,Central Region,Queenstown,2017-11,1.30371553199,103.783858579,18.0,7.0,1228198.2
6584,RAJAH TOWERS,32 Jalan Rajah  #17-01 ,205,Strata,09-NOV-2017,Apartment,Freehold,1983,Resale,12,32,329141,Central Region,Novena,2017-11,1.32756436728,103.848876068,17.0,1.0,1943347.4
6585,N.A.,9 Holland Hill  #03-01 ,141,Strata,09-NOV-2017,Apartment,Freehold,1997,Resale,10,27,278738,Central Region,Bukit Timah,2017-11,1.30915656667,103.80251317,3.0,1.0,1893604.5
6586,SEMBAWANG HILLS ESTATE,24 Jalan Telang ,184,Land,09-NOV-2017,Terrace House,Freehold,Unknown,Resale,20,57,576694,North East Region,Ang Mo Kio,2017-11,1.3765012528100002,103.82869162899999,,,1665991.9
6587,SANCTUARY GREEN,185 Tanjong Rhu Road  #02-01 ,148,Strata,09-NOV-2017,Condominium,99 Yrs From 17/03/1997,2003,Resale,15,43,436924,Central Region,Kallang,2017-11,1.29569662906,103.870325594,2.0,1.0,2058852.9
6588,HILLCREST VILLA,1M Hillcrest Road ,287,Strata,09-NOV-2017,Terrace House,99 Yrs From 03/08/2006,2009,Resale,11,28,289086,Central Region,Bukit Timah,2017-11,1.32840849691,103.80512959299999,,,3122635.2
6589,N.A.,113 Sunbird Road ,150,Land,09-NOV-2017,Terrace House,Freehold,1992,Resale,16,48,487185,East Region,Tampines,2017-11,1.3382254589899998,103.95698466399999,,,970866.5
6590,HORIZON GARDENS,539 Ang Mo Kio Avenue 2 ,260,Strata,09-NOV-2017,Terrace House,99 Yrs From 23/06/1995,2002,Resale,20,56,567925,North East Region,Ang Mo Kio,2017-11,1.37774746146,103.835240609,,,2015416.9
6591,SKY HABITAT,7 Bishan Street 15  #03-04 ,108,Strata,09-NOV-2017,Condominium,99 Yrs From 30/05/2011,2015,Resale,20,57,573908,Central Region,Bishan,2017-11,1.35258333248,103.851759157,3.0,4.0,1293781.8
6592,VIVA VISTA,3 South Buona Vista Road  #03-13 ,39,Strata,09-NOV-2017,Apartment,Freehold,2014,Resale,5,11,118136,Central Region,Queenstown,2017-11,1.27965585833,103.78597075100001,3.0,13.0,663849.4
6593,THE LINE @ TANJONG RHU,6 Tanjong Rhu Road  #12-08 ,39,Strata,09-NOV-2017,Condominium,Freehold,2016,Resale,15,43,436883,Central Region,Kallang,2017-11,1.29848068721,103.88433845799999,12.0,8.0,487422.6
6594,PARC ROSEWOOD,89 Rosewood Drive  #01-98 ,47,Strata,09-NOV-2017,Condominium,99 Yrs From 07/09/2011,2014,Resale,25,73,737792,North Region,Woodlands,2017-11,1.42760651986,103.78612047600001,1.0,98.0,449690.78
6595,WATERFRONT GOLD,754 Bedok Reservoir Road  #08-17 ,111,Strata,08-NOV-2017,Condominium,99 Yrs From 26/11/2009,2014,Resale,16,47,479258,East Region,Bedok,2017-11,1.33810332776,103.928218058,8.0,17.0,969068.1
6596,ROSEWOOD,7 Rosewood Drive  #15-14 ,136,Strata,08-NOV-2017,Condominium,99 Yrs From 20/06/2000,2003,Resale,25,73,737937,North Region,Woodlands,2017-11,1.43110012746,103.786109935,15.0,14.0,1049921.6
6597,SKYSUITES17,17 Jalan Rajah  #30-04 ,35,Strata,08-NOV-2017,Apartment,Freehold,2014,Resale,12,32,329137,Central Region,Novena,2017-11,1.3275776694900001,103.847546171,30.0,4.0,738231.8
6598,KIMNAN PARK,87 Jalan Selamat ,203,Land,08-NOV-2017,Terrace House,Freehold,1983,Resale,14,41,418599,East Region,Bedok,2017-11,1.3264321931899998,103.915046656,,,2021409.8
6599,THE MARQUE @ IRRAWADDY,8 Shan Road  #12-03 ,103,Strata,08-NOV-2017,Apartment,Freehold,2009,Resale,12,32,328108,Central Region,Novena,2017-11,1.32588754721,103.845987826,12.0,3.0,1700711.6
6600,BISHAN POINT,61 Bright Hill Drive  #06-02 ,110,Strata,08-NOV-2017,Condominium,99 Yrs From 06/12/1997,2005,Resale,20,57,579653,Central Region,Bishan,2017-11,1.35965938038,103.83269196299999,6.0,2.0,796577.4
6601,THE BAYSHORE,32 Bayshore Road  #03-02 ,90,Strata,08-NOV-2017,Condominium,99 Yrs From 31/05/1993,1997,Resale,16,46,469975,East Region,Bedok,2017-11,1.31264767954,103.93979677799999,3.0,2.0,1054166.5
6602,ESCADA VIEW,53 Lengkong Empat  #05-08 ,115,Strata,08-NOV-2017,Condominium,Freehold,1997,Resale,14,41,417657,East Region,Bedok,2017-11,1.32890480108,103.913607384,5.0,8.0,1011526.5
6603,HILLVIEW REGENCY,28 Bukit Batok East Avenue 2  #17-19 ,105,Strata,08-NOV-2017,Condominium,99 Yrs From 20/06/2000,2006,Resale,23,65,659921,West Region,Bukit Batok,2017-11,1.3520476075999999,103.75743536600001,17.0,19.0,1132197.4
6604,SKY HABITAT,7 Bishan Street 15  #21-05 ,140,Strata,08-NOV-2017,Condominium,99 Yrs From 30/05/2011,2015,Resale,20,57,573908,Central Region,Bishan,2017-11,1.35258333248,103.851759157,21.0,5.0,1467842.2
6605,N.A.,7 Harlyn Road ,1382,Land,08-NOV-2017,Detached House,Freehold,Unknown,Resale,11,29,299444,Central Region,Novena,2017-11,1.32415499325,103.82290944100001,,,13845331.0
6606,SPRINGDALE CONDOMINIUM,45 Hindhede Walk  #02-01 ,125,Strata,08-NOV-2017,Condominium,999 Yrs From 21/06/1877,1998,Resale,21,58,587978,West Region,Bukit Panjang,2017-11,1.3482804488,103.772278501,2.0,1.0,1331384.5
6607,L'VIV,23 Newton Road  #17-04 ,57,Strata,08-NOV-2017,Apartment,Freehold,2013,Resale,11,30,307955,Central Region,Novena,2017-11,1.31537707093,103.84036202899999,17.0,4.0,967617.0
6608,ZENITH,60 Zion Road  #03-01 ,55,Strata,08-NOV-2017,Apartment,999 Yrs From 21/06/1877,2011,Resale,10,24,247785,Central Region,Tanglin,2017-11,1.29262779249,103.830532963,3.0,1.0,954844.7
6609,HILLVIEW GARDEN ESTATE,3A Chu Lin Road ,100,Strata,08-NOV-2017,Apartment,998 Yrs From 12/10/1885,Unknown,Resale,23,66,669891,West Region,Bukit Batok,2017-11,1.3580124,103.76039940000001,,,780424.1
6610,THE DRAYCOTT,50 Draycott Park  #12-01 ,245,Strata,08-NOV-2017,Apartment,Freehold,1980,Resale,10,25,259396,Central Region,Newton,2017-11,1.31173998744,103.831256966,12.0,1.0,2834583.2
6611,HILLVISTA,1 Elizabeth Drive  #08-09 ,88,Strata,08-NOV-2017,Condominium,Freehold,2010,Resale,23,66,669743,West Region,Bukit Batok,2017-11,1.35992103343,103.76339212799999,8.0,9.0,725796.75
6612,SPANISH VILLAGE,64 Farrer Road  #02-06 ,191,Strata,08-NOV-2017,Condominium,Freehold,1987,Resale,10,26,268848,Central Region,Tanglin,2017-11,1.3154914794900001,103.80621994100001,2.0,6.0,2204653.2
6613,INOVA 100,100 Lorong N Telok Kurau  #05-02 ,169,Strata,08-NOV-2017,Apartment,Freehold,2008,Resale,15,42,425252,East Region,Bedok,2017-11,1.3106147619,103.916528264,5.0,2.0,1486471.5
6614,MERALODGE,83 Hillview Avenue  #06-05 ,169,Strata,08-NOV-2017,Condominium,Freehold,1997,Resale,23,66,669583,West Region,Bukit Batok,2017-11,1.3541847519799999,103.761451957,6.0,5.0,1594310.2
6615,SUITES AT BUKIT TIMAH,68 Jalan Jurong Kechil  #04-10 ,40,Strata,08-NOV-2017,Apartment,Freehold,2014,Resale,21,59,596180,Central Region,Bukit Timah,2017-11,1.34052754436,103.773619179,4.0,10.0,545131.5
6616,RIPPLE BAY,12 Pasir Ris Link  #05-52 ,72,Strata,08-NOV-2017,Condominium,99 Yrs From 10/08/2011,2015,Resale,18,51,518164,East Region,Pasir Ris,2017-11,1.3784634279899999,103.961311202,5.0,52.0,733295.4
6617,THREE BALMORAL,3 Balmoral Road  #07-01 ,142,Strata,08-NOV-2017,Apartment,Freehold,2016,Resale,10,25,259785,Central Region,Tanglin,2017-11,1.31391201747,103.830467076,7.0,1.0,1874731.5
6618,BARKER TERRACES,29L Barker Road ,256,Strata,08-NOV-2017,Terrace House,Freehold,2006,Resale,11,30,307498,Central Region,Novena,2017-11,1.3219028757,103.835717356,,,3271064.2
6619,VILLA VERDE,12 Verde Grove ,150,Land,08-NOV-2017,Terrace House,99 Yrs From 22/03/1997,2000,Resale,23,68,688544,West Region,Choa Chu Kang,2017-11,1.3914368715,103.75210252299999,,,998464.0
6620,EBONY MANSIONS,30 Lorong M Telok Kurau  #04-08 ,112,Strata,08-NOV-2017,Apartment,Freehold,1995,Resale,15,42,425312,East Region,Bedok,2017-11,1.3101270096100002,103.910401563,4.0,8.0,1008881.6
6621,LOYANG VALLEY,200 Loyang Avenue  #05-02 ,132,Strata,08-NOV-2017,Condominium,99 Yrs From 20/08/1982,1985,Resale,17,50,509058,East Region,Pasir Ris,2017-11,1.3685478228299999,103.970173463,5.0,2.0,852080.56
6622,MELVILLE PARK,22 Simei Street 1  #04-13 ,132,Strata,08-NOV-2017,Condominium,99 Yrs From 01/09/1992,1996,Resale,18,52,529945,East Region,Tampines,2017-11,1.3486497655399998,103.95796013799999,4.0,13.0,865122.94
6623,SPOTTISWOODE 18,18 Spottiswoode Park Road  #26-06 ,36,Strata,08-NOV-2017,Apartment,Freehold,2014,Resale,2,8,88642,Central Region,Bukit Merah,2017-11,1.2755257798000001,103.837507386,26.0,6.0,630811.8
6624,MARINE BLUE,91 Marine Parade Road  #03-08 ,68,Strata,08-NOV-2017,Condominium,Freehold,2016,Resale,15,44,449314,Central Region,Marine Parade,2017-11,1.30405559896,103.904877122,3.0,8.0,758554.8
6625,CASA MERAH,54 Tanah Merah Kechil Avenue  #06-12 ,114,Strata,08-NOV-2017,Apartment,99 Yrs From 11/07/2006,2009,Resale,16,46,465526,East Region,Bedok,2017-11,1.32964746656,103.945195564,6.0,12.0,986366.94
6626,SAM KIANG MANSIONS,23 St. Thomas Walk  #09-01 ,112,Strata,08-NOV-2017,Apartment,Freehold,1999,Resale,9,23,238108,Central Region,River Valley,2017-11,1.2983709259899998,103.835294209,9.0,1.0,2317157.2
6627,CLEMENTI PARK,127 Sunset Way  #05-03 ,160,Strata,08-NOV-2017,Condominium,Freehold,1983,Resale,21,59,597156,West Region,Clementi,2017-11,1.32843772774,103.76546334700001,5.0,3.0,1271040.5
6628,SKY HABITAT,7 Bishan Street 15  #12-04 ,129,Strata,08-NOV-2017,Condominium,99 Yrs From 30/05/2011,2015,Resale,20,57,573908,Central Region,Bishan,2017-11,1.35258333248,103.851759157,12.0,4.0,1402804.4
6629,CITY SQUARE RESIDENCES,14 Kitchener Link  #12-32 ,80,Strata,08-NOV-2017,Condominium,Freehold,2008,Resale,8,20,207223,Central Region,Kallang,2017-11,1.31050796741,103.857089191,12.0,32.0,1082947.6
6630,CASHEW VILLAS,90 Cashew Crescent ,150,Land,08-NOV-2017,Terrace House,999 Yrs From 09/01/1883,1993,Resale,23,67,679826,West Region,Bukit Panjang,2017-11,1.37004320224,103.769000068,,,1022910.9
6631,N.A.,335D Joo Chiat Road ,100,Strata,08-NOV-2017,Apartment,9999 Yrs From 01/01/1961,Unknown,Resale,15,42,427589,Central Region,Marine Parade,2017-11,1.3088647,103.9027959,,,1135620.5
6632,NATHAN RESIDENCES,23 Nathan Road  #02-01 ,55,Strata,08-NOV-2017,Apartment,Freehold,2013,Resale,10,24,248744,Central Region,Tanglin,2017-11,1.29456958469,103.827270809,2.0,1.0,853249.1
6633,GALAXY TOWERS,30 Onan Road  #09-02 ,99,Strata,08-NOV-2017,Apartment,Freehold,1989,Resale,15,42,424482,Central Region,Geylang,2017-11,1.3148285395700001,103.89719302799999,9.0,2.0,1146620.2
6634,TANAMERA CREST,10 Pari Dedap Walk  #12-15 ,110,Strata,08-NOV-2017,Condominium,99 Yrs From 20/06/2000,2004,Resale,16,48,486062,East Region,Bedok,2017-11,1.33287657436,103.94241564299999,12.0,15.0,777053.6
6635,D'OASIA,11 Lorong Melayu  #03-03 ,50,Strata,08-NOV-2017,Apartment,Freehold,2010,Resale,14,41,416905,East Region,Bedok,2017-11,1.31965479682,103.910198244,3.0,3.0,535936.56
6636,SEA ESTA,18 Pasir Ris Link  #10-04 ,84,Strata,08-NOV-2017,Condominium,99 Yrs From 09/01/2012,2015,Resale,18,51,518156,East Region,Pasir Ris,2017-11,1.3774223761000002,103.95993415299999,10.0,4.0,781673.0
6637,CAVENDISH PARK,18 Pine Grove  #12-06 ,122,Strata,08-NOV-2017,Condominium,99 Yrs From 18/11/1991,1996,Resale,21,59,597594,Central Region,Bukit Timah,2017-11,1.3165146911299999,103.775394494,12.0,6.0,1145165.4
6638,THE INFINITI,39D West Coast Park  #01-11 ,151,Strata,08-NOV-2017,Condominium,Freehold,2008,Resale,5,12,127715,West Region,Clementi,2017-11,1.31901767487,103.755388708,1.0,11.0,1167669.1
6639,VARSITY PARK CONDOMINIUM,22 West Coast Road  #02-03 ,120,Strata,08-NOV-2017,Condominium,99 Yrs From 03/05/2004,2008,Resale,5,12,127446,West Region,Clementi,2017-11,1.29411586916,103.767407926,2.0,3.0,1405329.1
6640,THE RAINTREE,81 Bukit Drive  #02-06 ,128,Strata,08-NOV-2017,Condominium,99 Yrs From 01/03/2003,2008,Resale,21,58,587850,West Region,Bukit Panjang,2017-11,1.3482826284,103.774545909,2.0,6.0,1000359.2
6641,MADISON RESIDENCES,355 Bukit Timah Road  #13-02 ,136,Strata,08-NOV-2017,Condominium,Freehold,2012,Resale,10,25,259724,Central Region,Tanglin,2017-11,1.31819352324,103.829828452,13.0,2.0,1745299.1
6642,N.A.,468D Upper Changi Road ,159,Land,08-NOV-2017,Terrace House,Freehold,1984,Resale,16,48,486957,East Region,Bedok,2017-11,1.3331178725200001,103.948878059,,,1120731.0
6643,SUMMERDALE,8 Boon Lay Drive  #08-20 ,130,Strata,08-NOV-2017,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,22,64,649928,West Region,Jurong West,2017-11,1.3418992973100001,103.71227822600001,8.0,20.0,851129.06
6644,BAYWATER,812 Bedok Reservoir Road  #09-14 ,96,Strata,08-NOV-2017,Condominium,99 Yrs From 19/03/2001,2006,Resale,16,47,479242,East Region,Bedok,2017-11,1.33714843217,103.932227716,9.0,14.0,804231.3
6645,FRANKEL ESTATE,77 Greenfield Drive ,488,Land,08-NOV-2017,Semi-Detached House,Freehold,1985,Resale,15,45,457961,East Region,Bedok,2017-11,1.31245036661,103.918413111,,,5161183.0
6646,SANCTUARY GREEN,181 Tanjong Rhu Road  #03-04 ,148,Strata,08-NOV-2017,Condominium,99 Yrs From 17/03/1997,2004,Resale,15,43,436922,Central Region,Kallang,2017-11,1.2959548140000001,103.87167607200001,3.0,4.0,2141030.0
6647,DOVER PARKVIEW,32 Dover Rise  #16-07 ,87,Strata,08-NOV-2017,Condominium,99 Yrs From 01/12/1993,1997,Resale,5,13,138686,Central Region,Queenstown,2017-11,1.3061144207700002,103.78334559700001,16.0,7.0,1005891.4
6648,THE VISION,79 West Coast Crescent  #15-03 ,76,Strata,08-NOV-2017,Condominium,99 Yrs From 25/06/2008,2014,Resale,5,12,126793,West Region,Clementi,2017-11,1.2982225936299998,103.76461299,15.0,3.0,860897.8
6649,THE DEW,30 Bukit Batok Street 21  #04-02 ,112,Strata,08-NOV-2017,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,23,65,659636,West Region,Bukit Batok,2017-11,1.34669351889,103.755920468,4.0,2.0,1169515.4
6650,FARRER PARK SUITES,80 Owen Road  #05-08 ,35,Strata,08-NOV-2017,Apartment,Freehold,2011,Resale,8,21,218896,Central Region,Kallang,2017-11,1.3133066539700002,103.85362680899999,5.0,8.0,659003.9
6651,CELESTIA,160 Joo Chiat Terrace  #05-02 ,113,Strata,08-NOV-2017,Apartment,Freehold,2009,Resale,15,42,427305,Central Region,Geylang,2017-11,1.3143841356000001,103.904486768,5.0,2.0,1115351.8
6652,THE ROCHESTER,33 Rochester Drive  #21-07 ,80,Strata,07-NOV-2017,Apartment,99 Yrs From 02/02/2005,2011,Resale,5,13,138638,Central Region,Queenstown,2017-11,1.30526564423,103.788405176,21.0,7.0,1449652.8
6653,N.A.,5 Sandy Lane ,360,Land,07-NOV-2017,Semi-Detached House,Freehold,Unknown,Resale,15,43,437322,Central Region,Geylang,2017-11,1.31164876915,103.89294142700001,,,2189427.2
6654,LUXUS HILLS,84 Seletar Green View ,201,Land,07-NOV-2017,Terrace House,999 Yrs From 01/01/1879,2012,Resale,28,80,805154,North East Region,Serangoon,2017-11,1.38019302357,103.871036832,,,2037077.4
6655,THE MARQUE @ IRRAWADDY,8 Shan Road  #06-02 ,82,Strata,07-NOV-2017,Apartment,Freehold,2009,Resale,12,32,328108,Central Region,Novena,2017-11,1.32588754721,103.845987826,6.0,2.0,1650188.2
6656,N.A.,10 Surrey Road  #07-02 ,115,Strata,07-NOV-2017,Apartment,Freehold,1993,Resale,11,30,307748,Central Region,Novena,2017-11,1.3158790693,103.84206517,7.0,2.0,1398259.0
6657,SYMPHONY HEIGHTS,33 Hume Avenue  #07-06 ,113,Strata,07-NOV-2017,Condominium,Freehold,1998,Resale,21,59,598734,West Region,Bukit Batok,2017-11,1.3559987466799999,103.76697115200001,7.0,6.0,1228253.2
6658,N.A.,21 Lorong 33 Geylang ,348,Land,07-NOV-2017,Detached House,Freehold,Unknown,Resale,14,38,387983,Central Region,Geylang,2017-11,1.3151320827500002,103.887596954,,,2871800.0
6659,6 DERBYSHIRE,6 Derbyshire Road  #29-06 ,44,Strata,07-NOV-2017,Condominium,Freehold,2017,Resale,11,30,309462,Central Region,Novena,2017-11,1.31578788311,103.84604087,29.0,6.0,1247156.8
6660,H2O RESIDENCES,32 Fernvale Link  #18-11 ,105,Strata,07-NOV-2017,Condominium,99 Yrs From 10/05/2010,2015,Resale,28,79,797531,North East Region,Sengkang,2017-11,1.39253007201,103.879876063,18.0,11.0,1284334.5
6661,ONE FORT,1 Fort Road  #05-01 ,114,Strata,07-NOV-2017,Condominium,Freehold,2005,Resale,15,43,439069,Central Region,Kallang,2017-11,1.30033164341,103.885097981,5.0,1.0,1388194.5
6662,N.A.,3 Princess Of Wales Road ,298,Land,07-NOV-2017,Semi-Detached House,Freehold,2000,Resale,10,26,266902,Central Region,Bukit Timah,2017-11,1.32421883166,103.80893677799999,,,3140134.5
6663,RIVER PLACE,60 Havelock Road  #04-03 ,75,Strata,07-NOV-2017,Condominium,99 Yrs From 07/11/1995,2000,Resale,3,16,169658,Central Region,Singapore River,2017-11,1.28958888046,103.84128429200001,4.0,3.0,1251494.4
6664,RIVER PLACE,62 Havelock Road  #05-21 ,147,Strata,07-NOV-2017,Condominium,99 Yrs From 07/11/1995,1999,Resale,3,16,169659,Central Region,Singapore River,2017-11,1.28950631419,103.84053569,5.0,21.0,2566632.5
6665,PARC VISTA,452 Corporation Road  #16-04 ,107,Strata,07-NOV-2017,Condominium,99 Yrs From 01/03/1995,1998,Resale,22,64,649811,West Region,Jurong West,2017-11,1.34424334489,103.71753643299999,16.0,4.0,758984.06
6666,ICON,10 Gopeng Street  #11-01 ,84,Strata,07-NOV-2017,Apartment,99 Yrs From 29/01/2002,2007,Resale,2,7,78878,Central Region,Downtown Core,2017-11,1.27516187837,103.844538441,11.0,1.0,1335633.8
6667,THE RIVERVALE,7 Rivervale Link  #11-37 ,120,Strata,07-NOV-2017,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,19,54,545125,North East Region,Sengkang,2017-11,1.3810038829499998,103.89788849600001,11.0,37.0,767696.25
6668,PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #11-16 ,92,Strata,07-NOV-2017,Apartment,99 Yrs From 01/05/1994,1998,Resale,23,65,658882,West Region,Bukit Batok,2017-11,1.3410812942299999,103.760405155,11.0,16.0,793598.25
6669,NORTHVALE,63 Choa Chu Kang Loop  #02-05 ,118,Strata,07-NOV-2017,Apartment,99 Yrs From 01/03/1995,1998,Resale,23,68,689669,West Region,Choa Chu Kang,2017-11,1.38722276246,103.74476878700001,2.0,5.0,880132.3
6670,SIMS EDGE,1 Geylang East Avenue 2  #10-02 ,54,Strata,07-NOV-2017,Apartment,Freehold,2014,Resale,14,38,389760,Central Region,Geylang,2017-11,1.31631023739,103.88786712,10.0,2.0,663772.3
6671,KELULUT HILL,71 Kelulut Hill ,294,Land,07-NOV-2017,Terrace House,999 Yrs From 01/01/1879,1997,Resale,28,80,805845,North East Region,Serangoon,2017-11,1.38348826676,103.87246878399999,,,3127662.5
6672,CHILTERN PARK,133 Serangoon Avenue 3  #07-06 ,146,Strata,07-NOV-2017,Condominium,99 Yrs From 01/03/1991,1995,Resale,19,55,556113,North East Region,Serangoon,2017-11,1.3502921418599998,103.86394221100001,7.0,6.0,1401066.6
6673,LATITUDE,31 Jalan Mutiara  #04-01 ,179,Strata,07-NOV-2017,Condominium,Freehold,2010,Resale,10,24,249206,Central Region,Tanglin,2017-11,1.29601889541,103.82855734,4.0,1.0,2399461.5
6674,RIVERSAILS,6 Upper Serangoon Crescent  #05-14 ,128,Strata,07-NOV-2017,Condominium,99 Yrs From 07/12/2011,2016,Resale,19,53,534033,North East Region,Hougang,2017-11,1.3778413367200002,103.90275249700001,5.0,14.0,799181.94
6675,KERRISDALE,32 Sturdee Road  #30-08 ,221,Strata,07-NOV-2017,Condominium,99 Yrs From 02/04/1998,2005,Resale,8,20,207853,Central Region,Kallang,2017-11,1.31327905793,103.858046775,30.0,8.0,1560057.5
6676,YEW MEI GREEN,50 Choa Chu Kang North 6  #18-04 ,124,Strata,07-NOV-2017,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,23,68,689574,West Region,Choa Chu Kang,2017-11,1.3944532941299999,103.75134151200001,18.0,4.0,863306.6
6677,ALEXIS,356 Alexandra Road  #04-06 ,37,Strata,07-NOV-2017,Apartment,Freehold,2012,Resale,3,15,159949,Central Region,Queenstown,2017-11,1.2911334055500001,103.807354817,4.0,6.0,489756.97
6678,THE ESTA,35 Amber Gardens  #16-12 ,125,Strata,07-NOV-2017,Condominium,Freehold,2008,Resale,15,43,439966,Central Region,Marine Parade,2017-11,1.3018291721600002,103.89965102,16.0,12.0,1173788.5
6679,SKY HABITAT,7 Bishan Street 15  #26-07 ,170,Strata,07-NOV-2017,Condominium,99 Yrs From 30/05/2011,2015,Resale,20,57,573908,Central Region,Bishan,2017-11,1.35258333248,103.851759157,26.0,7.0,1698682.9
6680,N.A.,21 Jalan Emas Urai ,630,Land,07-NOV-2017,Semi-Detached House,999 Yrs From 25/09/1882,1967,Resale,23,67,678713,West Region,Bukit Panjang,2017-11,1.36849404398,103.770466825,,,2857506.8
6681,EUPHONY GARDENS,5 Jalan Mata Ayer  #04-22 ,176,Strata,07-NOV-2017,Condominium,99 Yrs From 25/02/1998,2001,Resale,27,75,759151,North Region,Mandai,2017-11,1.4246221274000002,103.82489360299999,4.0,22.0,1137664.2
6682,THE MINTON,10C Hougang Street 11  #09-46 ,87,Strata,07-NOV-2017,Condominium,99 Yrs From 27/07/2007,2013,Resale,19,53,534077,North East Region,Hougang,2017-11,1.3521336527599999,103.881681919,9.0,46.0,795883.4
6683,FRANKEL ESTATE,88 Frankel Avenue ,266,Land,07-NOV-2017,Semi-Detached House,Freehold,2010,Resale,15,45,458216,East Region,Bedok,2017-11,1.31184046176,103.920040874,,,2965694.5
6684,BARTLEY RIDGE,46 Mount Vernon Road  #16-45 ,43,Strata,07-NOV-2017,Condominium,99 Yrs From 16/04/2012,2016,Resale,13,36,368063,Central Region,Toa Payoh,2017-11,1.34108461367,103.88145817899999,16.0,45.0,588471.7
6685,NORTHOAKS,22 Woodlands Crescent  #12-34 ,115,Strata,07-NOV-2017,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,25,73,738082,North Region,Woodlands,2017-11,1.44455517391,103.806472405,12.0,34.0,862289.7
6686,THE LEGACY,455 Bukit Timah Road  #03-03 ,90,Strata,07-NOV-2017,Apartment,Freehold,1999,Resale,10,25,259750,Central Region,Tanglin,2017-11,1.32104234168,103.82263842,3.0,3.0,1481496.2
6687,SKY VUE,1 Bishan Street 15  #22-06 ,77,Strata,07-NOV-2017,Condominium,99 Yrs From 04/03/2013,2016,Resale,20,57,573910,Central Region,Bishan,2017-11,1.3523162271200002,103.85072190000001,22.0,6.0,1024244.4
6688,AQUARIUS BY THE PARK,15 Bedok Reservoir View  #08-01 ,83,Strata,07-NOV-2017,Condominium,99 Yrs From 12/06/1996,2000,Resale,16,47,478933,East Region,Bedok,2017-11,1.33760765693,103.936847881,8.0,1.0,553597.3
6689,EIGHT COURTYARDS,6 Canberra Drive  #03-07 ,92,Strata,07-NOV-2017,Condominium,99 Yrs From 20/09/2010,2014,Resale,27,76,768140,North Region,Yishun,2017-11,1.43857097714,103.83136663799999,3.0,7.0,924534.4
6690,J GATEWAY,2 Gateway Drive  #25-05 ,47,Strata,07-NOV-2017,Condominium,99 Yrs From 28/08/2012,2016,Resale,22,60,608533,West Region,Jurong East,2017-11,1.3353035074200001,103.74241467600001,25.0,5.0,623379.0
6691,BEDOK COURT,297 Bedok South Avenue 3  #07-01 ,211,Strata,07-NOV-2017,Condominium,99 Yrs From 10/04/1982,1985,Resale,16,46,469297,East Region,Bedok,2017-11,1.32204011695,103.945853807,7.0,1.0,1917601.8
6692,SKY HABITAT,7 Bishan Street 15  #05-04 ,108,Strata,07-NOV-2017,Condominium,99 Yrs From 30/05/2011,2015,Resale,20,57,573908,Central Region,Bishan,2017-11,1.35258333248,103.851759157,5.0,4.0,1293781.8
6693,SUITES AT ORCHARD,38 Handy Road  #03-09 ,204,Strata,07-NOV-2017,Apartment,99 Yrs From 27/06/2007,2014,Resale,9,22,229239,Central Region,Museum,2017-11,1.30040735255,103.845981812,3.0,9.0,3633615.5
6694,THE ASTON,2 Kay Poh Road  #08-01 ,103,Strata,07-NOV-2017,Apartment,Freehold,2002,Resale,10,24,248973,Central Region,Tanglin,2017-11,1.29580401139,103.829842555,8.0,1.0,1576765.2
6695,SELANTING GREEN,1 Jalan Selanting  #08-06 ,93,Strata,07-NOV-2017,Apartment,Freehold,1998,Resale,21,59,598368,Central Region,Bukit Timah,2017-11,1.34276813078,103.768679735,8.0,6.0,804207.5
6696,THE BEACON EDGE,250 Tembeling Road  #03-06 ,63,Strata,07-NOV-2017,Apartment,Freehold,2009,Resale,15,42,423728,Central Region,Marine Parade,2017-11,1.30712576921,103.904944139,3.0,6.0,718044.5
6697,HILLVIEW PARK,19A Hillview Avenue  #03-06 ,133,Strata,07-NOV-2017,Condominium,Freehold,1995,Resale,23,66,669554,West Region,Bukit Batok,2017-11,1.3645369160699998,103.76564114600001,3.0,6.0,1043330.4
6698,VARSITY PARK CONDOMINIUM,62 West Coast Road  #01-79 ,167,Strata,07-NOV-2017,Condominium,99 Yrs From 03/05/2004,2008,Resale,5,12,126833,West Region,Clementi,2017-11,1.29514700889,103.768519253,1.0,79.0,1704360.0
6699,OPERA ESTATE,19 Figaro Street ,279,Land,07-NOV-2017,Semi-Detached House,Freehold,1993,Resale,15,45,458344,East Region,Bedok,2017-11,1.3162864374799998,103.92739949899999,,,2198893.2
6700,EMERALD PARK,6 Indus Road  #07-08 ,101,Strata,06-NOV-2017,Condominium,99 Yrs From 01/09/1991,1993,Resale,3,16,169588,Central Region,Bukit Merah,2017-11,1.29009467502,103.83009224899999,7.0,8.0,1677474.0
